fdcId,description,Calcium(Milligrams),Calories,Iron(Milligrams),Magnesium(Milligrams),Potassium(Milligrams),Protein(Grams),Vitamin A(Micrograms),Vitamin B-12(Micrograms),Vitamin C(Milligrams),Vitamin D(Micrograms),Zinc(Milligrams)
2709835,"Asparagus, frozen, cooked, no added fat",18.0,18.0,0.56,10.0,171.0,2.94,40.0,0.0,24.3,0.0,0.41
2709836,"Asparagus, canned, cooked, no added fat",16.0,19.0,1.83,10.0,172.0,2.14,41.0,0.0,16.6,0.0,0.4
2709837,"Asparagus, NS as to form, cooked",25.0,45.0,2.23,15.0,211.0,2.3,50.0,0.0,5.0,0.0,0.56
2709838,"Asparagus, fresh, cooked, fat added, NS as to fat type",25.0,45.0,2.23,15.0,211.0,2.3,50.0,0.0,5.0,0.0,0.56
2709839,"Asparagus, frozen, cooked, fat added, NS as to fat type",18.0,40.0,0.55,10.0,167.0,2.86,50.0,0.0,23.6,0.0,0.4
2709840,"Asparagus, canned, cooked, fat added, NS as to fat type",16.0,41.0,1.78,10.0,167.0,2.09,51.0,0.0,16.1,0.0,0.39
2709841,"Asparagus, fresh, cooked with oil",25.0,49.0,2.23,15.0,210.0,2.29,38.0,0.0,5.0,0.0,0.56
2709842,"Asparagus, fresh, cooked with butter or margarine",26.0,42.0,2.23,15.0,211.0,2.31,62.0,0.0,5.0,0.1,0.56
2709843,"Asparagus, frozen, cooked with oil",18.0,44.0,0.55,10.0,167.0,2.86,39.0,0.0,23.6,0.0,0.4
2709844,"Asparagus, frozen, cooked with butter or margarine",18.0,37.0,0.54,10.0,167.0,2.87,61.0,0.0,23.6,0.0,0.4
2709845,"Asparagus, canned, cooked with oil",16.0,45.0,1.78,10.0,167.0,2.08,40.0,0.0,16.1,0.0,0.39
2709846,"Asparagus, canned, cooked with butter or margarine",16.0,38.0,1.78,10.0,168.0,2.09,63.0,0.0,16.1,0.1,0.39
2709851,"Green beans, cooked, from restaurant",40.0,78.0,0.65,28.0,287.0,1.96,52.0,0.0,10.2,0.0,0.35
2709852,"Green beans, fresh, cooked, no added fat",42.0,42.0,0.68,29.0,301.0,2.05,35.0,0.0,10.8,0.0,0.36
2709853,"Green beans, frozen, cooked, no added fat",42.0,28.0,0.66,19.0,159.0,1.49,21.0,0.0,4.1,0.0,0.24
2709854,"Green beans, canned, cooked, no added fat",36.0,24.0,0.78,13.0,97.0,1.04,18.0,0.0,2.5,0.0,0.19
2709855,"Green beans, NS as to form, cooked",38.0,55.0,0.71,20.0,194.0,1.51,37.0,0.0,6.5,0.0,0.27
2709856,"Green beans, fresh, cooked, fat added, NS as to fat type",41.0,64.0,0.66,28.0,293.0,2.0,45.0,0.0,10.5,0.0,0.35
2709857,"Green beans, frozen, cooked, fat added, NS as to fat type",41.0,50.0,0.64,18.0,154.0,1.45,32.0,0.0,4.0,0.0,0.23
2709858,"Green beans, canned, cooked, fat added, NS as to fat type",35.0,46.0,0.76,13.0,95.0,1.02,29.0,0.0,2.4,0.0,0.18
2709859,"Green beans, fresh, cooked with oil",40.0,68.0,0.66,28.0,292.0,1.99,34.0,0.0,10.5,0.0,0.35
2709860,"Green beans, fresh, cooked with butter or margarine",41.0,61.0,0.66,28.0,293.0,2.0,57.0,0.0,10.5,0.1,0.35
2709861,"Green beans, frozen, cooked with oil",41.0,53.0,0.64,18.0,154.0,1.44,20.0,0.0,4.0,0.0,0.23
2709862,"Green beans, frozen, cooked with butter or margarine",41.0,47.0,0.64,18.0,155.0,1.46,43.0,0.0,4.0,0.0,0.23
2709863,"Green beans, canned, cooked with oil",35.0,50.0,0.76,13.0,94.0,1.01,17.0,0.0,2.4,0.0,0.18
2709864,"Green beans, canned, cooked with butter or margarine",36.0,43.0,0.76,13.0,95.0,1.03,40.0,0.0,2.4,0.1,0.19
2709865,"Green beans, canned, reduced sodium, cooked, no added fat",38.0,22.0,1.06,13.0,96.0,1.12,18.0,0.0,2.5,0.0,0.2
2709866,"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type",37.0,44.0,1.03,13.0,94.0,1.1,29.0,0.0,2.4,0.0,0.2
2709867,"Green beans, canned, reduced sodium, cooked with oil",37.0,48.0,1.03,13.0,93.0,1.09,17.0,0.0,2.4,0.0,0.19
2709868,"Green beans, canned, reduced sodium, cooked with butter or margarine",37.0,41.0,1.03,13.0,94.0,1.1,40.0,0.0,2.4,0.1,0.2
2709872,"Beets, fresh, cooked, no added fat",17.0,45.0,0.83,24.0,338.0,1.67,2.0,0.0,4.3,0.0,0.36
2709873,"Beets, canned, cooked, no added fat",15.0,31.0,1.82,17.0,148.0,0.91,1.0,0.0,3.7,0.0,0.21
2709874,"Beets, NS as to form, cooked",15.0,53.0,1.77,17.0,144.0,0.89,12.0,0.0,3.6,0.0,0.2
2709875,"Beets, fresh, cooked, fat added",17.0,67.0,0.81,23.0,328.0,1.63,14.0,0.0,4.2,0.0,0.35
2709876,"Beets, canned, cooked, fat added",15.0,53.0,1.77,17.0,144.0,0.89,12.0,0.0,3.6,0.0,0.2
2709877,"Beets, canned, reduced sodium, cooked",14.0,53.0,0.65,17.0,147.0,0.84,13.0,0.0,2.6,0.0,0.24
2709881,"Brussels sprouts, fresh, cooked, no added fat",44.0,45.0,1.45,24.0,404.0,3.51,37.0,0.0,75.0,0.0,0.44
2709882,"Brussels sprouts, frozen, cooked, no added fat",26.0,42.0,0.48,18.0,289.0,3.63,46.0,0.0,45.6,0.0,0.24
2709883,"Brussels sprouts, NS as to form, cooked",43.0,67.0,1.42,23.0,393.0,3.42,48.0,0.0,72.9,0.0,0.42
2709884,"Brussels sprouts, fresh, cooked, fat added",43.0,67.0,1.42,23.0,393.0,3.42,48.0,0.0,72.9,0.0,0.42
2709885,"Brussels sprouts, frozen, cooked, fat added",26.0,64.0,0.47,17.0,281.0,3.53,56.0,0.0,44.2,0.0,0.23
2709887,"Cabbage, Chinese, cooked, no added fat",109.0,14.0,0.83,20.0,262.0,1.56,220.0,0.0,39.7,0.0,0.2
2709888,"Cabbage, Chinese, cooked, fat added",106.0,37.0,0.81,19.0,254.0,1.52,225.0,0.0,38.6,0.0,0.19
2709889,"Cabbage, green, cooked, no added fat",44.0,32.0,0.07,15.0,215.0,1.0,5.0,0.0,35.6,0.0,0.22
2709890,"Cabbage, green, cooked, fat added, NS as to fat type",43.0,55.0,0.07,14.0,209.0,0.98,17.0,0.0,34.5,0.0,0.21
2709891,"Cabbage, green, cooked with oil",43.0,58.0,0.08,14.0,209.0,0.97,5.0,0.0,34.5,0.0,0.21
2709892,"Cabbage, green, cooked with butter or margarine",43.0,52.0,0.07,14.0,209.0,0.99,28.0,0.0,34.5,0.1,0.21
2709893,"Cabbage, red, cooked",32.0,58.0,0.0,13.0,272.0,1.26,65.0,0.0,46.2,0.0,0.24
2709894,"Cabbage, savoy, cooked",36.0,51.0,0.41,28.0,232.0,2.02,60.0,0.0,26.6,0.0,0.27
2709897,"Cauliflower, fresh, cooked, no added fat",23.0,26.0,0.44,16.0,311.0,1.99,0.0,0.0,42.5,0.0,0.28
2709898,"Cauliflower, frozen, cooked, no added fat",17.0,19.0,0.41,9.0,139.0,1.6,0.0,0.0,31.2,0.0,0.13
2709899,"Cauliflower, NS as to form, cooked",23.0,49.0,0.43,15.0,302.0,1.94,12.0,0.0,41.3,0.0,0.27
2709900,"Cauliflower, fresh, cooked, fat added, NS as to fat type",23.0,49.0,0.43,15.0,302.0,1.94,12.0,0.0,41.3,0.0,0.27
2709901,"Cauliflower, frozen, cooked, fat added, NS as to fat type",17.0,41.0,0.4,9.0,135.0,1.57,11.0,0.0,30.3,0.0,0.13
2709902,"Cauliflower, fresh, cooked with oil",22.0,52.0,0.43,15.0,302.0,1.94,0.0,0.0,41.3,0.0,0.27
2709903,"Cauliflower, fresh, cooked with butter or margarine",23.0,46.0,0.42,15.0,302.0,1.95,24.0,0.0,41.3,0.1,0.27
2709904,"Cauliflower, frozen, cooked with oil",17.0,45.0,0.4,9.0,135.0,1.56,0.0,0.0,30.3,0.0,0.13
2709905,"Cauliflower, frozen, cooked with butter or margarine",17.0,38.0,0.4,9.0,135.0,1.58,23.0,0.0,30.3,0.0,0.13
2709906,"Celery, cooked",48.0,42.0,0.0,11.0,276.0,0.52,34.0,0.0,2.7,0.0,0.09
2709909,"Corn, cooked, from restaurant",3.0,119.0,0.5,35.0,257.0,3.11,27.0,0.0,5.5,0.0,0.44
2709910,"Corn, fresh, cooked, no added fat",2.0,86.0,0.52,37.0,269.0,3.26,9.0,0.0,5.8,0.0,0.46
2709911,"Corn, frozen, cooked, no added fat",3.0,81.0,0.47,28.0,232.0,2.54,10.0,0.0,3.5,0.0,0.63
2709912,"Corn, canned, cooked, no added fat",3.0,67.0,0.27,13.0,132.0,2.29,2.0,0.0,1.6,0.0,0.32
2709913,"Corn, NS as to form, cooked",3.0,88.0,0.26,13.0,129.0,2.23,13.0,0.0,1.6,0.0,0.31
2709914,"Corn, fresh, cooked, fat added, NS as to fat type",2.0,106.0,0.51,36.0,262.0,3.17,20.0,0.0,5.6,0.0,0.45
2709915,"Corn, frozen, cooked, fat added, NS as to fat type",3.0,101.0,0.46,27.0,226.0,2.48,21.0,0.0,3.4,0.0,0.61
2709916,"Corn, canned, cooked, fat added, NS as to fat type",3.0,88.0,0.26,13.0,129.0,2.23,13.0,0.0,1.6,0.0,0.31
2709917,"Corn, fresh, cooked with oil",2.0,109.0,0.51,36.0,261.0,3.17,8.0,0.0,5.6,0.0,0.44
2709918,"Corn, fresh, cooked with butter or margarine",3.0,103.0,0.5,36.0,262.0,3.18,31.0,0.0,5.6,0.0,0.45
2709919,"Corn, frozen, cooked with oil",3.0,105.0,0.46,27.0,226.0,2.47,10.0,0.0,3.4,0.0,0.61
2709920,"Corn, frozen, cooked with butter or margarine",4.0,98.0,0.46,27.0,226.0,2.48,32.0,0.0,3.4,0.0,0.61
2709921,"Corn, canned, cooked with oil",3.0,91.0,0.27,13.0,128.0,2.22,2.0,0.0,1.6,0.0,0.31
2709922,"Corn, canned, cooked with butter or margarine",3.0,85.0,0.26,13.0,129.0,2.24,25.0,0.0,1.6,0.1,0.31
2709923,"Corn, creamed",3.0,72.0,0.38,17.0,134.0,1.74,4.0,0.0,4.1,0.0,0.53
2709924,"Corn, canned, reduced sodium, cooked, no added fat",4.0,66.0,0.39,16.0,146.0,2.1,2.0,0.0,2.5,0.0,0.42
2709925,"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type",4.0,88.0,0.38,16.0,142.0,2.04,14.0,0.0,2.4,0.0,0.41
2709926,"Corn, canned, reduced sodium, cooked with oil",4.0,92.0,0.38,16.0,142.0,2.04,2.0,0.0,2.4,0.0,0.41
2709927,"Corn, canned, reduced sodium, cooked with butter or margarine",5.0,85.0,0.38,16.0,143.0,2.05,27.0,0.0,2.4,0.1,0.41
2709928,"Cucumber, cooked",19.0,45.0,0.0,11.0,194.0,0.72,19.0,0.0,2.7,0.0,0.23
2709929,"Eggplant, cooked, no added fat",10.0,27.0,0.25,15.0,246.0,1.05,1.0,0.0,2.0,0.0,0.17
2709930,"Eggplant, cooked, fat added",10.0,51.0,0.24,15.0,239.0,1.03,13.0,0.0,1.9,0.0,0.17
2709932,"Garlic, cooked",180.0,142.0,1.69,25.0,399.0,6.58,0.0,0.0,8.0,0.0,1.15
2709937,"Mushrooms, fresh, cooked, no added fat",6.0,39.0,0.28,12.0,463.0,3.61,0.0,0.05,2.2,0.0,0.62
2709938,"Mushrooms, NS as to form, cooked",6.0,66.0,0.28,12.0,450.0,3.52,14.0,0.05,2.2,0.0,0.6
2709939,"Mushrooms, fresh, cooked, fat added, NS as to fat type",6.0,66.0,0.28,12.0,450.0,3.52,14.0,0.05,2.2,0.0,0.6
2709940,"Mushrooms, canned, cooked",11.0,47.0,0.77,15.0,126.0,1.82,11.0,0.0,0.0,0.2,0.7
2709941,"Mushrooms, fresh, cooked with oil",6.0,70.0,0.28,12.0,449.0,3.5,0.0,0.05,2.2,0.0,0.6
2709942,"Mushrooms, fresh, cooked with butter or margarine",7.0,62.0,0.28,12.0,450.0,3.52,28.0,0.05,2.2,0.1,0.6
2709943,"Mushroom, Asian, cooked, from dried",1.0,44.0,0.14,14.0,242.0,2.4,0.0,0.04,2.1,0.1,0.76
2709949,"Lettuce, cooked",36.0,49.0,0.29,12.0,284.0,1.06,340.0,0.0,6.4,0.0,0.3
2709950,"Onions, cooked, no added fat",27.0,47.0,0.25,12.0,171.0,1.29,0.0,0.0,7.4,0.0,0.2
2709951,"Onions, cooked, fat added",27.0,73.0,0.24,11.0,167.0,1.26,13.0,0.0,7.2,0.0,0.19
2709952,"Onions, pearl, cooked",27.0,50.0,0.33,8.0,98.0,0.7,11.0,0.0,4.9,0.0,0.09
2709953,"Onions, green, cooked",83.0,63.0,1.69,23.0,315.0,2.09,67.0,0.0,18.2,0.0,0.44
2709958,"Green peas, cooked, from restaurant",25.0,119.0,1.46,33.0,242.0,5.37,55.0,0.0,33.6,0.0,1.23
2709959,"Green peas, fresh, cooked, no added fat",26.0,84.0,1.53,34.0,253.0,5.63,37.0,0.0,35.3,0.0,1.29
2709960,"Green peas, frozen, cooked, no added fat",24.0,78.0,1.52,22.0,110.0,5.14,105.0,0.0,9.9,0.0,0.67
2709961,"Green peas, canned, cooked, no added fat",23.0,68.0,1.18,18.0,106.0,4.47,43.0,0.0,3.8,0.0,0.66
2709962,"Green peas, NS as to form, cooked",24.0,98.0,1.47,21.0,107.0,4.99,113.0,0.0,9.6,0.0,0.65
2709963,"Green peas, fresh, cooked, fat added, NS as to fat type",26.0,106.0,1.48,33.0,246.0,5.47,48.0,0.0,34.3,0.0,1.25
2709964,"Green peas, frozen, cooked, fat added, NS as to fat type",24.0,98.0,1.47,21.0,107.0,4.99,113.0,0.0,9.6,0.0,0.65
2709965,"Green peas, canned, cooked, fat added, NS as to fat type",23.0,89.0,1.15,18.0,103.0,4.35,53.0,0.0,3.7,0.0,0.64
2709966,"Green peas, fresh, cooked with oil",25.0,109.0,1.49,33.0,246.0,5.46,36.0,0.0,34.3,0.0,1.25
2709967,"Green peas, fresh, cooked with butter or margarine",26.0,102.0,1.48,33.0,247.0,5.48,60.0,0.0,34.3,0.1,1.25
2709968,"Green peas, frozen, cooked with oil",23.0,102.0,1.48,21.0,106.0,4.99,102.0,0.0,9.6,0.0,0.65
2709969,"Green peas, frozen, cooked with butter or margarine",24.0,95.0,1.47,21.0,107.0,5.0,124.0,0.0,9.6,0.0,0.65
2709970,"Green peas, canned, cooked with oil",22.0,92.0,1.15,17.0,103.0,4.34,42.0,0.0,3.7,0.0,0.64
2709971,"Green peas, canned, cooked with butter or margarine",23.0,86.0,1.15,18.0,104.0,4.36,65.0,0.0,3.7,0.1,0.64
2709972,"Green peas, canned, reduced sodium, cooked, no added fat",22.0,66.0,1.27,21.0,125.0,3.99,90.0,0.0,11.0,0.0,0.88
2709973,"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type",22.0,93.0,1.24,21.0,122.0,3.88,102.0,0.0,10.7,0.0,0.85
2709974,"Green peas, canned, reduced sodium, cooked with oil",22.0,97.0,1.24,21.0,121.0,3.87,87.0,0.0,10.7,0.0,0.85
2709975,"Green peas, canned, reduced sodium, cooked with butter or margarine",23.0,89.0,1.24,21.0,122.0,3.89,116.0,0.0,10.7,0.1,0.85
2709976,"Peppers, green, cooked",8.0,47.0,0.2,9.0,165.0,0.74,29.0,0.0,85.3,0.0,0.13
2709977,"Peppers, red, cooked",6.0,55.0,0.36,11.0,215.0,0.92,162.0,0.0,122.0,0.0,0.2
2709978,"Peppers, hot, cooked",14.0,59.0,0.65,19.0,288.0,1.41,61.0,0.0,112.0,0.0,0.2
2709980,"Rutabaga, cooked",45.0,63.0,0.46,21.0,318.0,1.13,12.0,0.0,22.1,0.0,0.25
2710033,"Broccoli, cauliflower and carrots, cooked, no added fat",28.0,28.0,0.52,11.0,157.0,1.76,298.0,0.0,24.5,0.0,0.25
2710034,"Broccoli, cauliflower and carrots, cooked, fat added",28.0,50.0,0.5,11.0,153.0,1.72,301.0,0.0,23.8,0.0,0.25
2710040,Green bean casserole,42.0,56.0,0.43,18.0,203.0,1.96,26.0,0.04,5.8,0.2,0.28
2710041,"Green beans, cooked, Szechuan-style",48.0,106.0,0.84,32.0,309.0,2.54,34.0,0.0,10.3,0.0,0.45
2710046,"Corn, scalloped or pudding",44.0,116.0,0.57,23.0,211.0,4.54,76.0,0.22,1.7,0.8,0.71
2710052,"Mushrooms, stuffed",147.0,288.0,1.83,27.0,434.0,10.7,112.0,0.29,4.4,0.5,1.46
2710059,"Squash, summer, casserole with tomato and cheese",90.0,85.0,0.84,23.0,264.0,3.48,45.0,0.07,13.8,0.2,0.6
2710060,"Squash, summer, casserole, with rice and tomato sauce",26.0,83.0,0.97,19.0,203.0,2.32,18.0,0.02,10.4,0.0,0.43
2710061,"Squash, summer, casserole, with cheese sauce",82.0,92.0,0.77,23.0,249.0,3.69,36.0,0.08,13.9,0.2,0.58
2710062,"Squash, summer, souffle",63.0,125.0,0.79,18.0,218.0,4.65,114.0,0.26,6.6,0.9,0.59
2710070,"Green beans, pickled",35.0,54.0,0.54,23.0,241.0,1.63,28.0,0.0,8.6,0.0,0.29
2710071,"Beets, pickled",11.0,65.0,0.41,15.0,115.0,0.8,2.0,0.0,2.3,0.0,0.26
2710072,"Celery, pickled",40.0,35.0,0.0,9.0,220.0,0.41,17.0,0.0,2.2,0.0,0.08
2710074,"Cauliflower, pickled",20.0,41.0,0.35,13.0,248.0,1.59,0.0,0.0,34.0,0.0,0.22
2710075,"Cabbage, green, pickled",37.0,46.0,0.06,12.0,172.0,0.8,4.0,0.0,28.4,0.0,0.18
2710076,"Cabbage, red, pickled",27.0,49.0,0.0,11.0,223.0,1.03,44.0,0.0,38.0,0.0,0.2
2710078,"Pickles, dill",54.0,14.0,0.23,7.0,112.0,0.48,4.0,0.0,2.1,0.0,0.11
2710080,"Pickles, sweet",61.0,91.0,0.25,7.0,100.0,0.58,38.0,0.0,0.7,0.0,0.12
2710081,"Eggplant, pickled",9.0,41.0,0.2,12.0,190.0,0.81,1.0,0.0,1.6,0.0,0.13
2710084,"Mushrooms, pickled",6.0,46.0,0.19,8.0,308.0,2.4,0.0,0.03,1.5,0.0,0.41
2710088,"Olives, NFS",88.0,116.0,6.28,4.0,8.0,0.84,17.0,0.0,0.9,0.0,0.22
2710089,"Olives, green",52.0,145.0,0.49,11.0,42.0,1.03,20.0,0.0,0.0,0.0,0.04
2710090,"Olives, black",88.0,116.0,6.28,4.0,8.0,0.84,17.0,0.0,0.9,0.0,0.22
2710091,"Olives, stuffed",121.0,141.0,0.31,12.0,43.0,1.15,25.0,0.0,0.0,0.0,0.09
2710094,"Peppers, sweet, pickled",7.0,43.0,0.23,8.0,156.0,0.67,69.0,0.0,85.0,0.0,0.14
2710095,"Peppers, hot, pickled",61.0,22.0,0.32,6.0,113.0,0.8,43.0,0.0,12.3,0.0,0.09
2710096,"Peppers, jalapenos",36.0,26.0,0.28,10.0,180.0,0.86,48.0,0.0,65.4,0.0,0.12
2710097,"Pickles, NFS",54.0,14.0,0.23,7.0,112.0,0.48,4.0,0.0,2.1,0.0,0.11
2710098,"Pickles, fried",45.0,213.0,1.58,11.0,84.0,3.44,6.0,0.04,0.8,0.1,0.3
2710139,"Green plantain with cracklings, Puerto Rican style",10.0,358.0,0.68,33.0,405.0,13.2,40.0,0.16,11.0,0.1,0.33
2710154,"Butter, NFS",21.0,743.0,0.06,2.0,23.0,0.85,758.0,0.0,0.0,0.4,0.07
2710155,"Butter, stick",21.0,743.0,0.06,2.0,23.0,0.85,758.0,0.0,0.0,0.4,0.07
2710156,"Butter, tub",23.0,731.0,0.05,1.0,41.0,0.49,683.0,0.07,0.0,0.0,0.05
2710157,"Butter, light",48.0,499.0,1.09,5.0,71.0,3.3,465.0,0.13,0.0,0.0,0.26
2710177,"Sauce, NFS",39.0,109.0,0.19,7.0,56.0,1.59,41.0,0.04,0.6,0.2,0.23
2710181,Almond oil,0.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710183,Corn oil,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710187,Peanut oil,0.0,900.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2710190,Sesame oil,0.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2710211,Sesame dressing,19.0,443.0,0.6,0.0,157.0,3.1,2.0,0.0,0.0,0.0,0.1
2710226,"Sesame dressing, light",15.0,102.0,0.25,4.0,90.0,0.39,1.0,0.0,0.0,0.0,0.06
2710240,"Ham, for use with vegetables",9.0,117.0,0.82,19.0,316.0,18.0,13.0,0.4,0.0,0.7,1.82
2710241,"Beef, for use with vegetables",16.0,191.0,2.96,23.0,319.0,32.4,2.0,2.73,0.0,0.1,8.32
2710242,"Chicken, for use with vegetables",14.0,164.0,0.73,23.0,279.0,26.8,8.0,0.36,0.0,0.0,1.61
2710243,"Cream sauce, for use with vegetables",27.0,175.0,0.05,3.0,39.0,0.83,130.0,0.0,0.2,0.6,0.09
2710246,"Soy based sauce, for use with vegetables",9.0,89.0,0.34,16.0,88.0,1.65,0.0,0.0,0.0,0.0,0.18
2710247,"Tomato sauce, for use with vegetables",8.0,104.0,0.4,6.0,119.0,0.48,9.0,0.0,2.8,0.0,0.09
2710248,"Avocado, for use on a sandwich",12.0,160.0,0.55,29.0,485.0,2.0,7.0,0.0,10.0,0.0,0.64
2710249,"Cucumber, for use on a sandwich",16.0,16.0,0.0,10.0,170.0,0.62,5.0,0.0,2.8,0.0,0.2
2710250,"Lettuce, for use on a sandwich",31.0,20.0,0.26,11.0,249.0,0.92,302.0,0.0,8.0,0.0,0.26
2710251,"Mushrooms, for use on a sandwich",5.0,31.0,0.23,10.0,371.0,2.9,0.0,0.04,2.1,0.0,0.5
2710252,"Onions, for use on a sandwich",17.0,38.0,0.24,9.0,171.0,0.86,0.0,0.0,8.2,0.0,0.17
2710254,"Spinach, for use on a sandwich",68.0,27.0,1.26,93.0,582.0,2.85,283.0,0.0,26.5,0.0,0.45
2710255,"Tomatoes, for use on a sandwich",10.0,20.0,0.22,10.0,226.0,0.82,32.0,0.0,16.3,0.0,0.15
2710274,Corn syrup,13.0,283.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44
2710296,Sweet and sour sauce,10.0,154.0,0.21,8.0,99.0,0.27,1.0,0.0,8.7,0.0,0.09
2710308,Sweet potato paste,8.0,305.0,0.16,6.0,153.0,0.49,210.0,0.0,3.9,0.0,0.11
2710356,"Peanuts, chocolate covered candy",137.0,556.0,2.04,109.0,477.0,14.3,35.0,0.45,0.0,0.0,2.49
2710504,Corn beverage,3.0,44.0,0.49,5.0,16.0,0.84,1.0,0.0,0.0,0.0,0.09
2710579,"Cranberry juice drink, with high vitamin C",3.0,54.0,0.1,1.0,14.0,0.0,0.0,0.0,42.3,0.0,0.03
2710588,"Cranberry juice drink, with high vitamin C, light",10.0,19.0,0.06,3.0,45.0,0.1,0.0,0.0,32.0,0.0,0.02
2710589,"Grape juice drink, light",5.0,23.0,0.03,3.0,17.0,0.06,0.0,0.0,17.6,0.0,0.02
2710590,"Orange juice beverage, 40-50% juice, light",0.0,21.0,0.0,10.0,188.0,0.21,10.0,0.0,30.0,0.0,0.02
2710591,"Apple juice beverage, 40-50% juice, light",3.0,22.0,0.2,5.0,51.0,0.0,0.0,0.0,24.0,0.0,0.04
2710647,Orange Blossom,42.0,98.0,0.06,8.0,135.0,0.57,1.0,0.0,21.2,0.3,0.03
2710783,"Fish, cooked, as ingredient",15.0,82.0,0.23,25.0,322.0,19.4,15.0,2.03,0.0,0.5,0.4
2710788,"Rice, white, cooked, as ingredient",4.0,130.0,1.25,11.0,28.0,2.54,0.0,0.0,0.0,0.0,0.5
2710789,"Rice, brown, cooked, as ingredient",5.0,124.0,0.4,40.0,80.0,2.45,0.0,0.0,0.0,0.0,0.63
2710791,"Spinach, cooked, as ingredient",79.0,33.0,1.24,109.0,541.0,3.42,342.0,0.0,25.0,0.0,0.49
2710792,"Broccoli, cooked, as ingredient",48.0,41.0,0.72,22.0,316.0,2.68,8.0,0.0,80.8,0.0,0.44
2710793,"Carrots, cooked, as ingredient",31.0,50.0,0.16,12.0,292.0,0.98,826.0,0.0,5.2,0.0,0.25
2710794,"Sweet potato, cooked, as ingredient",23.0,82.0,0.42,20.0,506.0,1.65,702.0,0.0,13.1,0.0,0.35
2710795,"Tomatoes, cooked, as ingredient",12.0,22.0,0.34,14.0,296.0,1.1,50.0,0.0,16.3,0.0,0.21
2710796,"Onions, cooked, as ingredient",27.0,47.0,0.25,12.0,172.0,1.29,0.0,0.0,7.4,0.0,0.2
2710797,"Mushrooms, cooked, as ingredient",6.0,39.0,0.29,12.0,464.0,3.62,0.0,0.05,2.2,0.0,0.62
2710798,"Green pepper, cooked, as ingredient",8.0,25.0,0.2,10.0,175.0,0.77,18.0,0.0,90.9,0.0,0.14
2710800,"Cabbage, cooked, as ingredient",44.0,32.0,0.07,15.0,216.0,1.0,5.0,0.0,35.7,0.0,0.22
2710801,"Cauliflower, cooked, as ingredient",23.0,26.0,0.44,16.0,311.0,2.0,0.0,0.0,42.7,0.0,0.28
2710802,"Eggplant, cooked, as ingredient",10.0,27.0,0.25,15.0,246.0,1.05,1.0,0.0,2.0,0.0,0.17
2710803,"Green beans, cooked, as ingredient",42.0,42.0,0.68,29.0,302.0,2.05,35.0,0.0,10.8,0.0,0.36
2710805,"Celery, cooked, as ingredient",49.0,18.0,0.0,12.0,285.0,0.53,22.0,0.0,2.8,0.0,0.1
