fdcId,description,Calcium(Milligrams),Calories,Iron(Milligrams),Magnesium(Milligrams),Potassium(Milligrams),Protein(Grams),Vitamin A(Micrograms),Vitamin B-12(Micrograms),Vitamin C(Milligrams),Vitamin D(Micrograms),Zinc(Milligrams)
2706618,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",15.0,131.0,1.22,14.0,156.0,5.85,84.0,0.22,5.6,0.0,1.01
2706619,"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",13.0,132.0,1.22,16.0,162.0,5.91,9.0,0.23,2.5,0.0,1.04
2706622,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",24.0,130.0,0.94,11.0,101.0,5.78,79.0,0.26,3.5,0.2,0.95
2706623,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",22.0,133.0,0.94,13.0,106.0,5.81,8.0,0.26,0.6,0.2,0.97
2706624,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",97.0,147.0,1.09,16.0,120.0,8.58,104.0,0.33,4.0,0.3,1.34
2706625,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",90.0,143.0,1.04,17.0,119.0,8.18,24.0,0.31,0.8,0.3,1.29
2706626,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",14.0,131.0,1.0,11.0,90.0,5.77,80.0,0.23,3.7,0.0,0.98
2706627,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",12.0,135.0,0.99,13.0,95.0,5.8,3.0,0.23,0.7,0.0,1.0
2706628,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",24.0,143.0,1.24,17.0,209.0,10.6,118.0,0.51,12.8,0.0,1.77
2706629,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",18.0,145.0,1.25,17.0,203.0,10.9,7.0,0.53,11.4,0.0,1.81
2706631,"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",73.0,127.0,1.17,10.0,106.0,6.15,86.0,0.28,3.8,0.1,0.9
2706632,"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",71.0,130.0,1.17,12.0,112.0,6.19,9.0,0.28,0.7,0.1,0.92
2706637,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",16.0,128.0,0.52,20.0,310.0,6.55,107.0,0.13,9.5,0.1,0.69
2706639,"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",15.0,131.0,1.19,20.0,180.0,5.26,15.0,0.17,2.6,0.2,0.76
2706640,"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",17.0,127.0,1.19,18.0,174.0,5.22,94.0,0.17,5.7,0.2,0.74
2706641,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",17.0,128.0,0.64,19.0,317.0,5.03,80.0,0.09,12.3,0.1,0.57
2706642,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",14.0,127.0,0.63,20.0,308.0,5.12,9.0,0.1,5.8,0.1,0.58
2706643,"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",14.0,128.0,0.43,14.0,231.0,3.73,83.0,0.13,7.0,0.2,0.52
2706644,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",12.0,128.0,0.43,16.0,237.0,3.78,7.0,0.13,4.0,0.2,0.55
2706645,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",15.0,126.0,0.41,15.0,238.0,4.98,79.0,0.1,7.0,0.1,0.52
2706646,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",13.0,126.0,0.41,17.0,244.0,5.03,3.0,0.1,4.0,0.1,0.55
2706647,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",14.0,133.0,0.52,22.0,317.0,6.59,4.0,0.13,5.4,0.1,0.71
2706649,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",27.0,144.0,0.81,19.0,260.0,9.96,118.0,0.22,13.0,0.2,0.98
2706650,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",21.0,147.0,0.81,19.0,256.0,10.2,8.0,0.23,11.6,0.2,1.0
2706651,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",17.0,129.0,1.03,15.0,179.0,5.61,85.0,0.1,5.7,0.1,0.66
2706652,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",15.0,133.0,1.03,17.0,185.0,5.64,9.0,0.1,2.6,0.1,0.68
2706653,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",12.0,126.0,0.56,21.0,316.0,5.56,4.0,0.12,5.3,0.1,0.71
2706654,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",14.0,128.0,0.56,19.0,306.0,5.47,106.0,0.12,9.4,0.1,0.67
2706655,Sweet and sour pork with rice,24.0,187.0,1.19,16.0,194.0,9.81,3.0,0.31,11.7,0.4,1.8
2706715,"Fish, noodles, and vegetables including carrots, broccoli, and/or dark green leafy; cheese sauce",99.0,137.0,0.94,23.0,120.0,8.35,109.0,0.28,4.2,0.5,0.78
2706716,"Fish, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",97.0,141.0,0.94,25.0,125.0,8.39,30.0,0.28,1.0,0.5,0.8
2706739,"Beef, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",48.0,115.0,0.97,19.0,207.0,7.3,131.0,0.26,14.3,0.0,1.08
2706745,"Beef, tofu, and vegetables excluding carrots, broccoli,  and dark-green leafy; no potatoes, soy-based sauce",42.0,117.0,0.98,19.0,201.0,7.52,8.0,0.27,12.8,0.0,1.1
2706748,"Beef, ground, with egg and onion",26.0,228.0,2.12,18.0,270.0,21.9,16.0,2.28,0.5,0.2,5.12
2706760,"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",49.0,116.0,0.76,20.0,232.0,7.0,131.0,0.11,14.4,0.1,0.7
2706770,"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",44.0,118.0,0.76,20.0,227.0,7.21,8.0,0.12,12.9,0.1,0.7
2706797,Almond chicken,36.0,195.0,0.82,37.0,243.0,15.7,19.0,0.19,11.8,0.0,1.14
2706844,"Fish, tofu, and vegetables, tempura",35.0,177.0,0.47,15.0,180.0,4.01,68.0,0.18,17.0,0.2,0.44
2707044,Corn dog,72.0,250.0,1.9,17.0,125.0,8.57,48.0,0.48,0.5,0.4,0.85
2707102,"Beef, sliced, with gravy, potatoes, vegetable, frozen meal",10.0,125.0,0.91,14.0,224.0,8.12,138.0,0.82,1.7,0.1,1.27
2707106,"Chicken, fried, with potatoes, vegetable, frozen meal",36.0,157.0,0.62,20.0,247.0,10.3,68.0,0.25,0.7,0.1,0.73
2707108,"Chicken, fried, with potatoes, vegetable, dessert, frozen meal, large meat portion",30.0,201.0,0.7,22.0,265.0,10.9,21.0,0.2,2.5,0.1,0.78
2707152,"Egg, whole, raw",48.0,143.0,1.67,11.0,132.0,12.4,180.0,1.02,0.0,2.5,1.24
2707153,"Egg, whole, cooked, NS as to cooking method",46.0,176.0,1.6,11.0,126.0,11.8,172.0,0.78,0.0,2.4,1.18
2707154,"Egg, whole, boiled or poached",48.0,143.0,1.67,11.0,132.0,12.4,180.0,0.82,0.0,2.5,1.24
2707155,"Egg, whole, fried, NS as to fat",46.0,185.0,1.56,10.0,124.0,11.6,193.0,0.76,0.0,2.4,1.16
2707156,"Egg, whole, fried no added fat",48.0,143.0,1.66,11.0,132.0,12.4,179.0,0.81,0.0,2.5,1.24
2707157,"Egg, whole, fried with margarine",46.0,171.0,1.56,10.0,125.0,11.6,221.0,0.76,0.0,2.6,1.16
2707158,"Egg, whole, fried with oil",45.0,192.0,1.57,10.0,123.0,11.6,168.0,0.76,0.0,2.3,1.16
2707159,"Egg, whole, fried with butter",46.0,182.0,1.56,10.0,125.0,11.6,217.0,0.76,0.0,2.4,1.16
2707160,"Egg, whole, fried with animal fat or meat drippings",45.0,188.0,1.57,10.0,124.0,11.7,168.0,0.77,0.0,2.5,1.18
2707161,"Egg, whole, fried with cooking spray",48.0,149.0,1.65,11.0,130.0,12.2,178.0,0.81,0.0,2.5,1.22
2707162,"Egg, whole, fried, NS as to fat type",46.0,185.0,1.56,10.0,124.0,11.6,193.0,0.76,0.0,2.4,1.16
2707163,"Egg, whole, fried, from fast food / restaurant",45.0,192.0,1.57,10.0,123.0,11.6,168.0,0.76,0.0,2.3,1.16
2707164,"Egg, whole, baked, NS as to fat",46.0,185.0,1.56,10.0,124.0,11.6,193.0,0.76,0.0,2.4,1.16
2707165,"Egg, whole, baked, no added fat",48.0,143.0,1.66,11.0,132.0,12.4,179.0,0.81,0.0,2.5,1.24
2707166,"Egg, whole, baked, fat added",46.0,185.0,1.56,10.0,124.0,11.6,193.0,0.76,0.0,2.4,1.16
2707167,"Egg, whole, pickled",50.0,154.0,1.18,10.0,125.0,12.5,148.0,1.1,0.0,2.2,1.04
2707168,"Egg, white only, raw",7.0,52.0,0.08,11.0,163.0,10.7,0.0,0.09,0.0,0.0,0.03
2707169,"Egg, white, cooked, NS as to fat",7.0,100.0,0.08,10.0,153.0,9.99,26.0,0.07,0.0,0.1,0.03
2707170,"Egg, white, cooked, no added fat",7.0,52.0,0.08,11.0,163.0,10.7,0.0,0.07,0.0,0.0,0.03
2707171,"Egg, white, cooked, fat added",7.0,100.0,0.08,10.0,153.0,9.99,26.0,0.07,0.0,0.1,0.03
2707172,"Egg, yolk only, raw",129.0,328.0,2.73,5.0,109.0,16.2,381.0,1.95,0.0,5.4,2.3
2707173,"Egg, yolk only, cooked, NS as to fat",121.0,357.0,2.55,5.0,102.0,15.1,381.0,1.45,0.0,5.1,2.14
2707174,"Egg, yolk only, cooked, no added fat",129.0,327.0,2.72,5.0,109.0,16.2,380.0,1.56,0.0,5.4,2.29
2707175,"Egg, yolk only, cooked, fat added",121.0,357.0,2.55,5.0,102.0,15.1,381.0,1.45,0.0,5.1,2.14
2707179,"Egg, creamed",89.0,148.0,0.72,12.0,143.0,7.79,143.0,0.73,0.0,1.7,0.72
2707180,"Egg, Benedict",58.0,288.0,1.56,15.0,325.0,13.8,232.0,0.49,1.4,1.4,1.19
2707181,"Egg, deviled",46.0,198.0,1.1,9.0,116.0,11.5,137.0,1.02,0.0,2.0,0.97
2707347,"Beans, NFS",39.0,189.0,1.96,51.0,386.0,8.34,0.0,0.0,0.5,0.0,0.94
2707348,"Beans, from dried, NS as to type, fat added",39.0,189.0,1.96,51.0,386.0,8.34,0.0,0.0,0.5,0.0,0.94
2707349,"Beans, from dried, NS as to type, no added fat",41.0,139.0,2.08,55.0,413.0,8.92,0.0,0.0,0.6,0.0,1.01
2707350,"Beans, from canned, NS as to type, fat added",69.0,185.0,2.45,52.0,441.0,7.66,0.0,0.0,1.7,0.0,0.86
2707351,"Beans, from canned, NS as to type, no added fat",72.0,136.0,2.53,54.0,458.0,7.96,0.0,0.0,1.8,0.0,0.9
2707352,"Beans, from fast food / restaurant, NS as to type",82.0,206.0,3.35,57.0,505.0,8.77,0.0,0.0,0.0,0.0,1.24
2707402,"Hummus, plain",41.0,243.0,2.41,71.0,289.0,7.35,1.0,0.0,0.0,0.0,1.38
2707403,"Hummus, flavored",40.0,241.0,2.38,71.0,290.0,7.22,6.0,0.0,4.3,0.0,1.4
2707414,"Chickpeas, NFS",46.0,211.0,2.7,45.0,270.0,8.23,1.0,0.0,1.1,0.0,1.42
2707415,"Chickpeas, from dried, fat added",46.0,211.0,2.7,45.0,270.0,8.23,1.0,0.0,1.1,0.0,1.42
2707416,"Chickpeas, from dried, no added fat",49.0,163.0,2.87,48.0,289.0,8.81,1.0,0.0,1.2,0.0,1.52
2707417,"Chickpeas, from canned, fat added",56.0,197.0,1.98,43.0,231.0,7.88,2.0,0.0,0.2,0.0,1.1
2707418,"Chickpeas, from canned, no added fat",58.0,146.0,2.05,45.0,240.0,8.19,2.0,0.0,0.2,0.0,1.15
2707419,"Chickpeas, from canned, reduced sodium",56.0,197.0,1.98,43.0,231.0,7.89,2.0,0.0,0.2,0.0,1.11
2707423,"Lentils, NFS",18.0,166.0,3.1,33.0,343.0,8.38,0.0,0.0,1.3,0.0,1.18
2707424,"Lentils, from dried, fat added",18.0,166.0,3.1,33.0,343.0,8.38,0.0,0.0,1.3,0.0,1.18
2707425,"Lentils, from dried, no added fat",19.0,115.0,3.31,36.0,367.0,8.97,0.0,0.0,1.4,0.0,1.26
2707426,"Lentils, from canned",18.0,166.0,3.1,33.0,342.0,8.36,0.0,0.0,1.3,0.0,1.18
2707433,Soy nuts,138.0,469.0,3.9,145.0,1470.0,38.6,10.0,0.0,2.2,0.0,3.14
2707434,Soy chips,171.0,385.0,5.2,170.0,7.0,26.5,0.0,0.0,0.0,0.0,1.5
2707442,Soy sauce,33.0,53.0,1.45,74.0,435.0,8.14,0.0,0.0,0.0,0.0,0.87
2707443,"Soy sauce, reduced sodium",30.0,57.0,1.35,69.0,352.0,9.05,0.0,0.0,0.0,0.0,0.79
2707444,"Yogurt, soy",89.0,90.0,1.08,27.0,189.0,4.83,42.0,0.28,1.5,1.2,0.37
2707468,"Chicken, meatless, NFS",35.0,224.0,3.27,17.0,54.0,23.6,0.0,2.18,0.0,0.0,0.7
2707469,"Chicken, meatless, breaded, fried",42.0,234.0,3.83,12.0,300.0,21.3,0.0,5.11,0.0,0.0,0.65
2707484,"Nuts, NFS",93.0,610.0,2.76,196.0,601.0,19.6,1.0,0.0,0.4,0.0,3.18
2707512,"Peanuts, NFS",58.0,587.0,1.58,178.0,634.0,24.4,0.0,0.0,0.0,0.0,2.77
2707513,"Peanuts, boiled",55.0,318.0,1.01,102.0,180.0,13.5,0.0,0.0,0.0,0.0,1.83
2707514,"Peanuts, unroasted",92.0,567.0,4.58,168.0,705.0,25.8,0.0,0.0,0.0,0.0,3.27
2707515,"Peanuts, roasted, salted",61.0,599.0,1.52,176.0,726.0,28.0,0.0,0.0,0.8,0.0,3.28
2707516,"Peanuts, roasted, unsalted",61.0,599.0,1.52,176.0,726.0,28.0,0.0,0.0,0.8,0.0,3.28
2707517,"Peanuts, dry roasted, salted",58.0,587.0,1.58,178.0,634.0,24.4,0.0,0.0,0.0,0.0,2.77
2707518,"Peanuts, dry roasted, lightly salted",58.0,584.0,1.57,177.0,631.0,24.2,0.0,0.0,0.0,0.0,2.76
2707519,"Peanuts, dry roasted, unsalted",58.0,587.0,1.58,178.0,634.0,24.4,0.0,0.0,0.0,0.0,2.77
2707520,"Peanuts, honey roasted",49.0,574.0,1.35,151.0,539.0,20.7,0.0,0.0,0.0,0.0,2.36
2707533,Almond butter,263.0,641.0,4.08,266.0,741.0,20.7,0.0,0.0,0.0,0.0,3.16
2707534,"Almond butter, lower sodium",264.0,645.0,4.11,268.0,745.0,20.8,0.0,0.0,0.0,0.0,3.18
2707535,Almond paste,172.0,458.0,1.6,130.0,314.0,9.0,0.0,0.0,0.1,0.0,1.48
2707537,Peanut butter,49.0,598.0,1.74,168.0,558.0,22.2,0.0,0.0,0.0,0.0,2.51
2707538,"Peanut butter, lower sodium",49.0,598.0,1.74,168.0,558.0,22.2,0.0,0.0,0.0,0.0,2.51
2707539,"Peanut butter, lower sodium and lower sugar",60.0,624.0,2.29,166.0,688.0,23.5,0.0,0.0,0.0,0.0,3.01
2707540,"Peanut butter, lower sugar",72.0,650.0,2.84,164.0,818.0,24.8,0.0,0.0,0.0,0.0,3.51
2707541,"Peanut butter, reduced fat",35.0,520.0,1.9,170.0,669.0,25.9,0.0,0.0,0.0,0.0,2.8
2707542,"Peanut butter, vitamin and mineral fortified",43.0,591.0,16.6,355.0,667.0,25.7,1170.0,0.0,0.0,0.0,14.4
2707543,Peanut butter and jelly,28.0,432.0,0.96,87.0,306.0,11.2,0.0,0.0,0.4,0.0,1.27
2707544,Peanut butter and chocolate spread,28.0,498.0,1.58,94.0,377.0,11.7,0.0,0.0,0.0,0.0,1.4
2707545,Soy nut butter,83.0,613.0,2.35,87.0,878.0,23.0,6.0,0.0,1.3,0.0,1.88
2707546,Peanut sauce,22.0,257.0,0.91,45.0,235.0,6.31,0.0,0.0,0.0,0.0,0.78
2707549,"Peanut butter sandwich, NFS",155.0,382.0,2.8,76.0,270.0,13.9,0.0,0.0,0.0,0.0,1.45
2707550,"Peanut butter sandwich, with regular peanut butter, on white bread",155.0,382.0,2.8,76.0,270.0,13.9,0.0,0.0,0.0,0.0,1.45
2707551,"Peanut butter sandwich, with regular peanut butter, on wheat bread",122.0,380.0,2.66,95.0,317.0,15.2,0.0,0.0,0.1,0.0,1.76
2707552,"Peanut butter sandwich, with reduced fat peanut butter, on white bread",150.0,355.0,2.85,77.0,309.0,15.2,0.0,0.0,0.0,0.0,1.55
2707553,"Peanut butter sandwich, with reduced fat peanut butter, on wheat bread",117.0,353.0,2.72,96.0,356.0,16.4,0.0,0.0,0.1,0.0,1.86
2707554,"Peanut butter and jelly sandwich, NFS",128.0,361.0,2.33,64.0,232.0,11.4,0.0,0.0,0.2,0.0,1.19
2707555,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on white bread",128.0,361.0,2.33,64.0,232.0,11.4,0.0,0.0,0.2,0.0,1.19
2707556,"Peanut butter and jelly sandwich, with regular peanut butter, regular jelly, on wheat bread",102.0,360.0,2.22,79.0,270.0,12.5,0.0,0.0,0.2,0.0,1.45
2707557,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on white bread",124.0,339.0,2.38,64.0,263.0,12.5,0.0,0.0,0.2,0.0,1.28
2707558,"Peanut butter and jelly sandwich, with reduced fat peanut butter, on wheat bread",98.0,337.0,2.26,80.0,302.0,13.5,0.0,0.0,0.2,0.0,1.53
2707559,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on white bread",127.0,341.0,2.3,63.0,233.0,11.4,0.0,0.0,2.7,0.0,1.2
2707560,"Peanut butter and jelly sandwich, with regular peanut butter, reduced sugar jelly, on wheat bread",100.0,339.0,2.19,79.0,271.0,12.4,0.0,0.0,2.7,0.0,1.45
2707561,"Peanut butter and jelly sandwich, frozen commercial product without crusts",128.0,361.0,2.33,64.0,232.0,11.4,0.0,0.0,0.2,0.0,1.19
2707562,"Almond butter sandwich, on white bread",229.0,397.0,3.61,110.0,334.0,13.3,0.0,0.0,0.0,0.0,1.67
2707563,"Almond butter sandwich, on wheat bread",197.0,395.0,3.48,130.0,381.0,14.6,0.0,0.0,0.1,0.0,1.98
2707564,"Almond butter and jelly sandwich, on white bread",189.0,374.0,3.0,92.0,284.0,11.0,0.0,0.0,0.2,0.0,1.38
2707565,"Almond butter and jelly sandwich, on wheat bread",163.0,372.0,2.89,107.0,322.0,12.0,0.0,0.0,0.2,0.0,1.64
2707569,"Yogurt, coconut milk",145.0,108.0,0.86,5.0,68.0,2.37,46.0,0.46,1.5,1.2,0.22
2707570,"Yogurt, almond milk",160.0,128.0,0.73,37.0,122.0,3.03,30.0,0.25,1.3,1.2,0.48
2707586,Sesame seeds,60.0,631.0,6.36,345.0,370.0,20.4,3.0,0.0,0.0,0.0,6.73
2707590,Chia seeds,631.0,486.0,7.72,335.0,407.0,16.5,0.0,0.0,1.6,0.0,4.58
2707591,"Bread, NS as to major flour",211.0,267.0,3.36,27.0,117.0,9.43,0.0,0.0,0.0,0.0,0.88
2707592,"Bread, NS as to major flour, toasted",232.0,293.0,3.69,30.0,129.0,10.4,0.0,0.0,0.0,0.0,0.97
2707593,"Bread, made from home recipe or purchased at a bakery, NS as to major flour",38.0,272.0,3.61,26.0,118.0,10.1,19.0,0.06,0.0,0.2,0.82
2707594,"Bread, made from home recipe or purchased at a bakery, toasted, NS as to major flour",42.0,299.0,3.96,29.0,129.0,11.1,20.0,0.06,0.0,0.2,0.9
2707598,"Bread, white",211.0,267.0,3.36,27.0,117.0,9.43,0.0,0.0,0.0,0.0,0.88
2707599,"Bread, white, toasted",232.0,293.0,3.69,30.0,129.0,10.4,0.0,0.0,0.0,0.0,0.97
2707600,"Bread, white, made from home recipe or purchased at a bakery",38.0,272.0,3.61,26.0,118.0,10.1,19.0,0.06,0.0,0.2,0.82
2707601,"Bread, white, made from home recipe or purchased at a bakery, toasted",42.0,299.0,3.96,29.0,129.0,11.1,20.0,0.06,0.0,0.2,0.9
2707602,"Bread, white with whole wheat swirl",187.0,260.0,2.96,52.0,184.0,10.9,0.0,0.0,0.0,0.0,1.32
2707603,"Bread, white with whole wheat swirl, toasted",217.0,301.0,3.44,59.0,208.0,12.4,0.0,0.0,0.0,0.0,1.5
2707604,"Bread, Cuban",52.0,272.0,3.91,32.0,117.0,10.8,0.0,0.0,0.0,0.0,1.04
2707605,"Bread, Cuban, toasted",57.0,299.0,4.3,35.0,129.0,11.8,0.0,0.0,0.0,0.0,1.14
2707606,"Bread, native, water, Puerto Rican style",28.0,279.0,3.89,27.0,116.0,10.4,0.0,0.02,0.0,0.0,0.93
2707607,"Bread, native, water, toasted, Puerto Rican style",31.0,306.0,4.28,30.0,128.0,11.4,0.0,0.02,0.0,0.0,1.02
2707608,"Bread, lard, Puerto Rican style",14.0,282.0,3.57,18.0,97.0,7.33,0.0,0.0,0.0,0.1,0.55
2707609,"Bread, lard, toasted, Puerto Rican style",16.0,314.0,3.97,20.0,107.0,8.14,0.0,0.0,0.0,0.1,0.61
2707610,"Bread, French or Vienna",52.0,272.0,3.91,32.0,117.0,10.8,0.0,0.0,0.0,0.0,1.04
2707611,"Bread, French or Vienna, toasted",57.0,299.0,4.3,35.0,129.0,11.8,0.0,0.0,0.0,0.0,1.14
2707613,"Bread, naan",64.0,311.0,1.88,74.0,201.0,11.1,2.0,0.0,0.0,0.0,1.35
2707614,"Bread, Italian, Grecian, Armenian",105.0,259.0,3.45,26.0,124.0,9.49,0.0,0.0,0.0,0.0,0.79
2707615,"Bread, Italian, Grecian, Armenian, toasted",115.0,285.0,3.79,29.0,136.0,10.4,0.0,0.0,0.0,0.0,0.87
2707616,"Bread, pita",86.0,275.0,2.62,26.0,120.0,9.1,0.0,0.0,0.0,0.0,0.84
2707617,"Bread, pita with fruit",82.0,279.0,2.49,28.0,209.0,8.16,0.0,0.0,0.3,0.0,0.76
2707618,"Bread, cheese",90.0,408.0,2.49,17.0,84.0,10.4,24.0,0.24,0.0,0.1,0.96
2707619,"Bread, cheese, toasted",99.0,448.0,2.74,19.0,92.0,11.4,25.0,0.26,0.0,0.1,1.06
2707620,"Bread, cinnamon",71.0,253.0,2.54,11.0,74.0,7.05,0.0,0.05,0.0,0.0,0.49
2707621,"Bread, cinnamon, toasted",232.0,293.0,3.69,30.0,129.0,10.4,0.0,0.0,0.0,0.0,0.97
2707622,"Bread, cornmeal and molasses",52.0,285.0,3.94,68.0,367.0,7.91,27.0,0.0,0.0,0.0,0.7
2707623,"Bread, cornmeal and molasses, toasted",57.0,313.0,4.33,75.0,404.0,8.69,28.0,0.0,0.0,0.0,0.76
2707624,"Bread, egg, Challah",93.0,287.0,3.04,19.0,115.0,9.5,63.0,0.1,0.0,0.4,0.79
2707625,"Bread, egg, Challah, toasted",102.0,315.0,3.34,21.0,126.0,10.4,66.0,0.11,0.0,0.4,0.87
2707633,"Bread, onion",36.0,238.0,3.11,24.0,124.0,8.81,17.0,0.05,0.9,0.2,0.72
2707634,"Bread, onion, toasted",40.0,262.0,3.41,26.0,136.0,9.68,17.0,0.06,0.8,0.2,0.79
2707635,"Bread, reduced calorie and/or high fiber, white or NFS",94.0,207.0,3.19,23.0,76.0,8.7,0.0,0.28,0.5,0.0,1.34
2707636,"Bread, reduced calorie and/or high fiber, white or NFS, toasted",103.0,227.0,3.5,25.0,84.0,9.56,0.0,0.31,0.5,0.0,1.47
2707637,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts",88.0,222.0,2.96,25.0,172.0,7.83,0.0,0.24,0.7,0.0,1.18
2707638,"Bread, reduced calorie and/or high fiber, white or NFS, with fruit and/or nuts, toasted",97.0,244.0,3.26,28.0,189.0,8.6,0.0,0.26,0.7,0.0,1.3
2707639,"Bread, white, special formula, added fiber",684.0,238.0,4.89,26.0,127.0,10.7,0.0,0.0,0.0,0.0,0.95
2707640,"Bread, white, special formula, added fiber, toasted",752.0,262.0,5.37,29.0,140.0,11.7,0.0,0.0,0.0,0.0,1.04
2707641,"Bread, high protein, toasted",136.0,269.0,4.56,71.0,354.0,13.3,0.0,0.0,0.0,0.0,2.0
2707642,"Bread, potato",188.0,266.0,2.25,28.0,718.0,12.5,24.0,0.15,0.0,0.1,1.44
2707643,"Bread, potato, toasted",207.0,292.0,2.47,31.0,789.0,13.7,25.0,0.16,0.0,0.1,1.58
2707644,"Bread, raisin",196.0,270.0,3.2,28.0,180.0,8.82,0.0,0.0,0.2,0.0,0.83
2707645,"Bread, raisin, toasted",215.0,297.0,3.52,31.0,197.0,9.69,0.0,0.0,0.3,0.0,0.91
2707646,"Bread, sour dough",52.0,272.0,3.91,32.0,117.0,10.8,0.0,0.0,0.0,0.0,1.04
2707647,"Bread, sour dough, toasted",57.0,299.0,4.3,35.0,129.0,11.8,0.0,0.0,0.0,0.0,1.14
2707648,"Bread, sweet potato",36.0,241.0,3.14,26.0,157.0,8.64,86.0,0.05,4.1,0.2,0.7
2707649,"Bread, sweet potato, toasted",39.0,265.0,3.45,28.0,173.0,9.5,89.0,0.05,3.8,0.2,0.78
2707650,"Bread, vegetable",38.0,259.0,3.48,27.0,161.0,9.67,48.0,0.06,3.9,0.2,0.8
2707651,"Bread, vegetable, toasted",42.0,284.0,3.82,30.0,177.0,10.6,50.0,0.06,3.7,0.2,0.88
2707653,"Bread, dough, fried",54.0,384.0,3.21,25.0,132.0,9.36,19.0,0.1,0.0,0.4,0.86
2707683,"Bread, Spanish coffee",17.0,348.0,3.67,19.0,115.0,7.93,16.0,0.07,0.0,0.2,0.9
2707706,"Bread, whole grain white",684.0,238.0,4.89,26.0,127.0,10.7,0.0,0.0,0.0,0.0,0.95
2707707,"Bread, whole grain white, toasted",752.0,262.0,5.37,29.0,140.0,11.7,0.0,0.0,0.0,0.0,1.04
2707709,"Bread, whole wheat",163.0,254.0,2.56,77.0,250.0,12.3,0.0,0.0,0.0,0.0,1.76
2707710,"Bread, whole wheat, toasted",179.0,279.0,2.81,85.0,275.0,13.5,0.0,0.0,0.0,0.0,1.93
2707711,"Bread, whole wheat, made from home recipe or purchased at bakery",51.0,267.0,2.38,86.0,273.0,10.4,21.0,0.06,0.0,0.2,2.16
2707712,"Bread, whole wheat, made from home recipe or purchased at bakery, toasted",56.0,293.0,2.61,95.0,300.0,11.4,22.0,0.07,0.0,0.3,2.37
2707713,"Bread, chappatti or roti",36.0,299.0,2.2,56.0,196.0,7.85,0.0,0.0,0.0,0.0,1.54
2707714,"Bread, puri",16.0,409.0,2.55,43.0,134.0,6.84,0.0,0.0,0.0,0.0,1.04
2707715,"Bread, paratha",25.0,326.0,1.61,37.0,139.0,6.36,2.0,0.0,0.0,0.0,0.82
2707716,"Bread, whole wheat, with raisins",59.0,290.0,2.22,73.0,322.0,8.63,23.0,0.05,0.3,0.2,1.75
2707717,"Bread, whole wheat, with raisins, toasted",65.0,319.0,2.44,80.0,354.0,9.48,24.0,0.06,0.3,0.2,1.93
